#36864
#36864
#36864
#0
#0
   Index      Gx      Gy      Gz
    1031   17125   27864   -1998
    1032    9043  -13375   28512
    1033  -31654   -5411   -6510
    1034    5645   21582   24000
    1035   23973  -19428  -11023
    1036  -23550  -11801   19487
    1037   -1134   28827  -15535
    1038   27001  -10968   14975
    1039  -18791  -17850  -20048
    1040  -10195   29330   10462
    1041   21600   -1963  -24560
    1042  -15894  -28029    5950
    1043   -8901   12214  -29073
    1044   32053    6649    1437
    1045   -1592   -7102   31948
    1046  -26051   19634   -3074
    1047   15724    8585   27435
    1048    2374  -31787   -7587
    1049  -21988    8042   22923
    1050   21325   21737  -12099
    1051    9795  -25273   18410
    1052  -28200    1564  -16612
    1053   13719   26311   13898
    1054   15455  -19711  -21124
    1055  -30495   -7455    9385
    1056    3762   20056  -25637
    1057   26547  -18578    4873
    1058  -11039   -6541  -30149
    1059   -3589   32567     360
    1060   10441   -3407   30871
    1061  -21931  -23988   -4151
    1062   -7669   17890   26359
    1063   31594    -638   -8664
    1064  -10521  -22038   21846
    1065  -19331   22942  -13176
    1066   26761    7550   17334
    1067   -4127  -27271  -17689
    1068  -25298   16409   12821
    1069   20286   13008  -22201
    1070    4579  -31363    8309
    1071  -18234    5247  -26714
    1072   21100   24779    3796
    1073    4230   -8981  -31226
    1074  -32755    -491    -716
    1075    5437   12505   29794
    1076   21701  -23987   -5228
    1077  -19849   -6363   25282
    1078    3589   31079   -9741
    1079   21735  -13033   20769
    1080  -24260  -16791  -14253
    1081   -5099   27988   16257
    1082   26059   -6514  -18766
    1083  -18999  -23973   11744
    1084  -10555   20502  -23278
    1085   31918    1604    7232
    1086   -6357  -16152  -27791
    1087  -22746   23428    2719
    1088    5166    1859  -32303
    1089   -2606  -32613   -1792
    1090  -13809    7633   28717
    1091   25778   19219   -6305
    1092    4721  -21575   24205
    1093  -30251    6440  -10817
    1094   15533   21084   19692
    1095   14153  -25265  -15330
    1096  -28932   -2478   15180
    1097    8689   24585  -19842
    1098   22351  -21454   10667
    1099  -20351   -8144  -24355
    1100    1432   32151    6155
    1101   13823   -7017  -28867
    1102  -25531  -20472    1642
    1103   -1565    6113   32153
    1104   32145   -5667   -2869
    1105   -9931  -14525   27641
    1106  -16574   27285   -7382
    1107   23042    2794   23128
    1108   -9154  -29127  -11894
    1109  -20098   17976   18616
    1110   25945   11458  -16407
    1111    -275  -29575   14103
    1112  -22876   10616  -20919
    1113   23738   20449    9591
    1114    5826  -19822  -25432
    1115  -32057    4494    5078
    1116    7117   11239  -29944
    1117   17984  -27384     566
    1118  -10261   -1612   31076
    1119    8654   31356   -3946
    1120   14740  -12277   26564
    1121  -28489  -13800   -8458
    1122    -627   24228   22051
    1123   27723  -11697  -12971
    1124  -20320  -18791   17539
    1125   -8746   26296  -17484
    1126   29903   -3123   13026
    1127  -12262  -20963  -21996
    1128  -18289   25819    8514
    1129   18909    3658  -26509
    1130   -7543  -31634    4001
    1131   -8340    6463  -31021
    1132   28964   15312    -510
    1133     805  -13154   29999
    1134  -30257   11529   -5023
    1135   14617   14504   25487
    1136   10935  -29379   -9535
    1137  -25114    1732   20974
    1138   14037   26062  -14048
    1139   17180  -22527   16462
    1140  -26314   -6060  -18560
    1141    6027   29909   11949
    1142   18880  -13594  -23073
    1143  -27669  -15899    7437
    1144   -1701   17601  -27585
    1145   30887  -10539    2924
    1146   -4508   -4800  -32098
    1147  -12490   30251   -1587
    1148   15390    -517   28923
    1149  -14258  -28864   -6100
    1150  -13859   16903   24410
    1151   29946    8016  -10612
    1152   -4240  -25685   19898
    1153  -24172   16143  -15125
    1154   24560   15288   15385
    1155    3441  -26003  -19637
    1156  -29587    8946   10873
    1157   14583   16666  -24150
    1158   13305  -29260    6360
    1159  -15878     -25  -28662
    1160   13447   29823    1848
    1161    3407   -3869   32358
    1162  -31230   -9551   -2664
    1163    2211   17128   27846
    1164   27195  -16809   -7176
    1165  -19089  -12836   23333
    1166   -5082   30186  -11689
    1167   25931   -6853   18821
    1168  -17988  -22081  -16201
    1169  -13139   26387   14308
    1170   25371     934  -20714
    1171  -11841  -28939    9796
    1172  -14363   15197  -25226
    1173   30572   10540    5283
    1174   -1280  -13696  -29739
    1175  -28454   16230     771
    1176    7896    5723   31281
    1177    6531  -31890   -3741
    1178  -18427    4182   26769
    1179   19149   25275   -8253
    1180   11470  -21135   22256
    1181  -30099   -2171  -12766
    1182    9527   25846   17744
    1183   19824  -19547  -17278
    1184  -27977  -10762   13231
    1185    1417   24429  -21791
    1186   27970  -14673    8719
    1187  -15406  -12017  -26303
    1188   -7637   31585    4206
    1189   10940   -2080  -30816
    1190  -18854  -26797    -305
    1191   -6447   10943   30205
    1192   32224    3469   -4818
    1193   -6357  -19317   25692
    1194  -23129   21252   -9330
    1195   23003    9792   21180
    1196    -675  -29691  -13843
    1197  -25427   12218   16667
    1198   20800   17437  -18355
    1199    8188  -29306   12155
    1200  -23194    3570  -22868
    1201   17406   26688    7642
    1202    9677  -15176  -27380
    1203  -32286   -4631    3130
    1204    2096    7218  -31893
    1205   24871  -21287   -1382
    1206  -13592   -6360   29128
    1207    -402   32229   -5894
    1208   19811   -8674   24615
    1209  -23092  -20786  -10407
    1210   -7836   24660   20103
    1211   28971   -3420  -14919
    1212  -14884  -24679   15590
    1213  -14959   21731  -19432
    1214   30351    5450   11078
    1215   -5479  -21686  -23944
    1216  -25108   20002    6565
    1217   14460    7398  -28457
    1218    1559  -32665    2053
    1219   -3385    1342   32564
    1220   23500   22701   -2459
    1221    5694  -15948   28051
    1222  -31908    2631   -6971
    1223   11077   19921   23539
    1224   18280  -24649  -11484
    1225  -26074   -5637   19026
    1226    6024   27954  -15996
    1227   23607  -17484   14513
    1228  -22326  -12433  -20509
    1229   -2584   31096   10001
    1230   19929   -7100  -25021
    1231  -22429  -23248    5488
    1232   -5239   13189  -29534
    1233   32716   -1540     976
    1234   -4125   -8075   31487
    1235  -20314   25465   -3536
    1236   18032    4568   26974
    1237   -5594  -31266   -8048
    1238  -19659   13514   22462
    1239   25905   15646  -12561
    1240    3231  -27222   17949
    1241  -26659    8452  -17073
    1242   19979   22224   13437
    1243    9902  -22575  -21586
    1244  -31525     373    8924
    1245    8385   17950  -26098
    1246   21128  -24653    4412
    1247  -11223   -3268  -30611
    1248    4631   32437    -100
    1249   10292   -6553   30410
    1250  -27160  -17739   -4612
    1251   -3066   19838   25897
    1252   30315   -8449   -9125
    1253  -15936  -19035   21385
    1254  -12921   26846  -13637
    1255   28081     656   16872
    1256  -10669  -25107  -18150
    1257  -20546   22332   12360
    1258   22474    7412  -22662
    1259   -3385  -31632    7847
    1260  -15779    9283  -27175
    1261   26646   18774    3335
    1262    1563   -8191  -31687
    1263  -31833    7675   -1177
    1264    8973   11519   29333
    1265   15010  -28565   -5689
    1266  -21354   -1252   24821
    1267   11161   29069  -10202
    1268   18066  -18298   20308
    1269  -27463  -10143  -14714
    1270    2047   28635   15796
    1271   23328  -12640  -19227
    1272  -24508  -18593   11283
    1273   -5012   22022  -23739
    1274   31411   -6412    6771
    1275   -9732  -13444  -28252
    1276  -16214   28384    2258
    1277     382      35  -32764
    1278  -10635  -30911   -2254
    1279  -12064   11387   28256
    1280   29665   12160   -6766
    1281    -816  -22565   23744
    1282  -27548   13695  -11279
    1283   20557   16768   19231
    1284    7354  -27752  -15791
    1285  -28871    4841   14719
    1286   14337   21350  -20304
    1287   16387  -26475   10206
    1288  -21218   -2753  -24816
    1289    9417   30863    5694
    1290   10971   -9649  -29329
    1291  -29842  -13479    1181
    1292       7    8322   31692
    1293   29682  -13474   -3330
    1294  -13765  -12060   27179
    1295   -9227   30446   -7843
    1296   23458   -3089   22667
    1297  -16020  -25774  -12355
    1298  -15164   22674   18154
    1299   27713    4593  -16868
    1300   -7685  -28783   13642
    1301  -19211   15730  -21380
    1302   28205   13956    9129
    1303     688  -20068  -25893
    1304  -29992   12360    4617
    1305    8897    8366  -30405
    1306   10601  -31004     104
    1307  -11623    1115   30615
    1308   16158   28162   -4407
    1309   11583  -16066   26103
    1310  -30904   -6248   -8920
    1311    5515   24022   21590
    1312   23776  -18108  -13432
    1313  -24611  -13276   17078
    1314   -1904   27349  -17945
    1315   28367  -10538   12565
    1316  -16795  -16947  -22457
    1317  -11328   29672    8053
    1318   18574   -1124  -26970
    1319  -15206  -28808    3540
    1320   -5568    7176  -31482
    1321   31854    7617    -971
    1322   -2685  -13925   29538
    1323  -26373   18656   -5484
    1324   18249   10691   25026
    1325    3262  -31033   -9996
    1326  -24250    8048   20513
    1327   19932   21583  -14509
    1328   11133  -26337   16001
    1329  -26671     673  -19022
    1330   13360   27625   11488
    1331   14602  -17508  -23534
    1332  -30856   -8537    6976
    1333    2619   16738  -28047
    1334   27322  -17918    2463
    1335   -3109   -1971  -32559
    1336   -4561   32383   -2048
    1337   15579   -4568   28461
    1338  -20936  -24336   -6561
    1339   -9427   20278   23949
    1340   30837     307  -11073
    1341  -10641  -24137   19436
    1342  -19228   21470  -15586
    1343   27823    8764   14924
    1344   -3098  -25692  -20098
    1345  -26564   16112   10411
    1346   17849   12221  -24611
    1347    5617  -31738    5899
    1348  -14549    3715  -29123
    1349   20463   25553    1386
    1350    3398   -6683   31897
    1351  -32584   -1473   -3125
    1352    6674   16708   27385
    1353   22080  -22973   -7638
    1354  -22116   -7833   22872
    1355    2577   30321  -12150
    1356   23686  -13249   18360
    1357  -22704  -16749  -16663
    1358   -6202   29042   13847
    1359   24430   -5329  -21175
    1360  -18757  -25193    9335
    1361   -9852   17796  -25688
    1362   32305    2603    4822
